🇨🇳组播1,#genre#
CCTV-8高清,http://115.60.241.249:2000/rtp/225.1.4.161:1197
CCTV-9高清,http://115.60.241.249:2000/rtp/225.1.4.77:1106
CCTV-10高清,http://115.60.241.249:2000/rtp/225.1.4.78:1107
CCTV-12高清,http://115.60.241.249:2000/rtp/225.1.4.79:1108
CCTV-13高清,http://115.60.241.249:2000/rtp/225.1.4.113:1293
CCTV-14高清,http://115.60.241.249:2000/rtp/225.1.4.80:1109
CCTV-15高清,http://115.60.241.249:2000/rtp/225.1.4.216:1269
CCTV-17高清,http://115.60.241.249:2000/rtp/225.1.4.226:2506
湖南卫视高清,http://115.60.241.249:2000/rtp/225.1.4.82:1111
江苏卫视高清,http://115.60.241.249:2000/rtp/225.1.4.83:1112
浙江卫视高清,http://115.60.241.249:2000/rtp/225.1.4.84:1113
北京卫视高清,http://115.60.241.249:2000/rtp/225.1.4.81:1110
东方卫视高清,http://115.60.241.249:2000/rtp/225.1.4.85:1114
天津卫视高清,http://115.60.241.249:2000/rtp/225.1.4.86:1115
山东卫视高清,http://115.60.241.249:2000/rtp/225.1.4.88:1117
安徽卫视高清,http://115.60.241.249:2000/rtp/225.1.4.87:1116
深圳卫视高清,http://115.60.241.249:2000/rtp/225.1.4.90:1119
江西卫视高清,http://115.60.241.249:2000/rtp/225.1.4.139:1305
湖北卫视高清,http://115.60.241.249:2000/rtp/225.1.4.89:1118
四川卫视高清,http://115.60.241.249:2000/rtp/225.1.4.151:1306
黑龙江卫视高清,http://115.60.241.249:2000/rtp/225.1.4.91:1120
云南卫视高清,http://115.60.241.249:2000/rtp/225.1.4.152:1307
贵州卫视高清,http://115.60.241.249:2000/rtp/225.1.4.122:1302
辽宁卫视高清,http://115.60.241.249:2000/rtp/225.1.4.167:1208
东南卫视高清,http://115.60.241.249:2000/rtp/225.1.4.228:1274
重庆卫视高清,http://115.60.241.249:2000/rtp/225.1.4.157:1308
广东卫视高清,http://115.60.241.249:2000/rtp/225.1.4.166:1207
广西卫视,http://115.60.241.249:2000/rtp/225.1.4.31:1060
河北卫视高清,http://115.60.241.249:2000/rtp/225.1.4.123:1304
海南卫视,http://115.60.241.249:2000/rtp/225.1.4.25:1054
吉林卫视高清,http://115.60.241.249:2000/rtp/225.1.4.174:1309
山西卫视,http://115.60.241.249:2000/rtp/225.1.4.38:1067
陕西卫视,http://115.60.241.249:2000/rtp/225.1.4.39:1068
甘肃卫视,http://115.60.241.249:2000/rtp/225.1.4.42:1071
宁夏卫视,http://115.60.241.249:2000/rtp/225.1.4.43:1072
青海卫视,http://115.60.241.249:2000/rtp/225.1.4.44:1073
内蒙古卫视,http://115.60.241.249:2000/rtp/225.1.4.45:1074
西藏卫视,http://115.60.241.249:2000/rtp/225.1.4.46:1075
新疆卫视,http://115.60.241.249:2000/rtp/225.1.4.47:1076
🇨🇳组播5,#genre#
CCTV-1综合,http://117.10.52.130:5000/rtp/225.1.1.120:5002
CCTV-2财经,http://117.10.52.130:5000/rtp/225.1.1.133:5002
CCTV-3综艺,http://117.10.52.130:5000/rtp/225.1.1.158:5002
CCTV-4中文国际,http://117.10.52.130:5000/rtp/225.1.1.150:5002
CCTV-5体育,http://117.10.52.130:5000/rtp/225.1.1.160:5002
CCTV-5+体育赛事,http://117.10.52.130:5000/rtp/225.1.1.121:5002
CCTV-6电影,http://117.10.52.130:5000/rtp/225.1.1.195:5002
CCTV-7国防军事,http://117.10.52.130:5000/rtp/225.1.1.138:5002
CCTV-8电视剧,http://117.10.52.130:5000/rtp/225.1.1.196:5002
CCTV-9纪录,http://117.10.52.130:5000/rtp/225.1.1.119:5002
CCTV-10科教,http://117.10.52.130:5000/rtp/225.1.1.140:5002
CCTV-11戏曲,http://117.10.52.130:5000/rtp/225.1.2.192:5002
CCTV-12社会与法,http://117.10.52.130:5000/rtp/225.1.1.142:5002
CCTV-13新闻,http://117.10.52.130:5000/rtp/225.1.2.193:5002
CCTV-14少儿,http://117.10.52.130:5000/rtp/225.1.1.144:5002
CCTV-15音乐,http://117.10.52.130:5000/rtp/225.1.2.194:5002
CCTV-16奥林匹克,http://117.10.52.130:5000/rtp/225.1.2.237:5002
CCTV-17农业农村,http://117.10.52.130:5000/rtp/225.1.2.52:5002
CCTV-兵器科技,http://117.10.52.130:5000/rtp/225.1.2.166:5002
CCTV-第一剧场,http://117.10.52.130:5000/rtp/225.1.2.175:5002
CCTV-电视指南,http://117.10.52.130:5000/rtp/225.1.2.167:5002
CCTV-风云剧场,http://117.10.52.130:5000/rtp/225.1.2.174:5002
CCTV-风云音乐,http://117.10.52.130:5000/rtp/225.1.2.176:5002
CCTV-风云足球,http://117.10.52.130:5000/rtp/225.1.2.168:5002
CCTV-高尔夫网球,http://117.10.52.130:5000/rtp/225.1.2.169:5002
CCTV-怀旧剧场,http://117.10.52.130:5000/rtp/225.1.2.173:5002
CCTV-女性时尚,http://117.10.52.130:5000/rtp/225.1.2.172:5002
CCTV-世界地理,http://117.10.52.130:5000/rtp/225.1.2.171:5002
CCTV-央视文化精品,http://117.10.52.130:5000/rtp/225.1.2.177:5002
CCTV-央视台球,http://117.10.52.130:5000/rtp/225.1.2.170:5002
安徽卫视,http://117.10.52.130:5000/rtp/225.1.1.127:5002
北京卫视,http://117.10.52.130:5000/rtp/225.1.1.113:5002
东方卫视,http://117.10.52.130:5000/rtp/225.1.2.31:5002
甘肃卫视,http://117.10.52.130:5000/rtp/225.1.1.30:5002
广东卫视,http://117.10.52.130:5000/rtp/225.1.1.116:5002
深圳卫视,http://117.10.52.130:5000/rtp/225.1.1.117:5002
贵州卫视,http://117.10.52.130:5000/rtp/225.1.2.28:5002
海南卫视,http://117.10.52.130:5000/rtp/225.1.2.82:5002
三沙卫视,http://117.10.52.130:5000/rtp/225.1.2.181:5002
河南卫视,http://117.10.52.130:5000/rtp/225.1.2.61:5002
黑龙江卫视,http://117.10.52.130:5000/rtp/225.1.1.115:5002
湖北卫视,http://117.10.52.130:5000/rtp/225.1.1.147:5002
湖南卫视,http://117.10.52.130:5000/rtp/225.1.1.114:5002
吉林卫视,http://117.10.52.130:5000/rtp/225.1.2.26:5002
江苏卫视,http://117.10.52.130:5000/rtp/225.1.1.126:5002
江西卫视,http://117.10.52.130:5000/rtp/225.1.2.29:5002
辽宁卫视,http://117.10.52.130:5000/rtp/225.1.1.154:5002
内蒙古卫视,http://117.10.52.130:5000/rtp/225.1.1.32:5002
宁夏卫视,http://117.10.52.130:5000/rtp/225.1.1.56:5002
青海卫视,http://117.10.52.130:5000/rtp/225.1.1.54:5002
山西卫视,http://117.10.52.130:5000/rtp/225.1.1.50:5002
陕西卫视,http://117.10.52.130:5000/rtp/225.1.1.41:5002
四川卫视,http://117.10.52.130:5000/rtp/225.1.1.123:5002
西藏卫视,http://117.10.52.130:5000/rtp/225.1.1.51:5002
新疆卫视,http://117.10.52.130:5000/rtp/225.1.1.35:5002
兵团卫视,http://117.10.52.130:5000/rtp/225.1.1.57:5002
广西卫视,http://117.10.52.130:5000/rtp/225.1.2.81:5002
云南卫视,http://117.10.52.130:5000/rtp/225.1.1.61:5002
浙江卫视,http://117.10.52.130:5000/rtp/225.1.1.112:5002
重庆卫视,http://117.10.52.130:5000/rtp/225.1.1.155:5002
河北卫视,http://117.10.52.130:5000/rtp/225.1.2.27:5002
🇨🇳组播6,#genre#
CCTV1,http://116.9.131.39:8888/rtp/239.81.0.102:4056$广西电信高清
CCTV1,http://116.9.131.39:8888/rtp/239.81.0.13:4056$广西电信标清
CCTV2,http://116.9.131.39:8888/rtp/239.81.0.115:4056$广西电信高清
CCTV2,http://116.9.131.39:8888/rtp/239.81.0.14:4056$广西电信标清
CCTV3,http://116.9.131.39:8888/rtp/239.81.0.231:4056$广西电信高清
CCTV4,http://116.9.131.39:8888/rtp/239.81.0.96:4056$广西电信高清
CCTV4,http://116.9.131.39:8888/rtp/239.81.0.16:4056$广西电信高清
CCTV5,http://116.9.131.39:8888/rtp/239.81.0.232:4056$广西电信高清
CCTV5+,http://116.9.131.39:8888/rtp/239.81.0.101:4056$广西电信高清
CCTV6,http://116.9.131.39:8888/rtp/239.81.0.233:4056$广西电信高清
CCTV7,http://116.9.131.39:8888/rtp/239.81.0.116:4056$广西电信高清
CCTV7,http://116.9.131.39:8888/rtp/239.81.0.19:4056$广西电信标清
CCTV8,http://116.9.131.39:8888/rtp/239.81.0.234:4056$广西电信高清
CCTV9,http://116.9.131.39:8888/rtp/239.81.0.117:4056$广西电信高清
CCTV9,http://116.9.131.39:8888/rtp/239.81.0.21:4056$广西电信标清
CCTV10,http://116.9.131.39:8888/rtp/239.81.0.118:4056$广西电信高清
CCTV10,http://116.9.131.39:8888/rtp/239.81.0.22:4056$广西电信标清
CCTV11,http://116.9.131.39:8888/rtp/239.81.0.229:4056$广西电信高清
CCTV11,http://116.9.131.39:8888/rtp/239.81.0.23:4056$广西电信标清
CCTV12,http://116.9.131.39:8888/rtp/239.81.0.119:4056$广西电信高清
CCTV12,http://116.9.131.39:8888/rtp/239.81.0.24:4056$广西电信标清
CCTV13,http://116.9.131.39:8888/rtp/239.81.0.26:4056$广西电信标清
CCTV13,http://116.9.131.39:8888/rtp/239.81.0.206:4056$广西电信高清
CCTV14,http://116.9.131.39:8888/rtp/239.81.0.120:4056$广西电信高清
CCTV14,http://116.9.131.39:8888/rtp/239.81.0.25:4056$广西电信标清
CCTV15,http://116.9.131.39:8888/rtp/239.81.0.230:4056$广西电信高清
CCTV15,http://116.9.131.39:8888/rtp/239.81.0.27:4056$广西电信标清
CCTV17,http://116.9.131.39:8888/rtp/239.81.0.228:4056$广西电信高清
CCTV17,http://116.9.131.39:8888/rtp/239.81.0.227:4056$广西电信标清

北京卫视,http://116.9.131.39:8888/rtp/239.81.0.109:4056$广西电信高清
北京卫视,http://116.9.131.39:8888/rtp/239.81.0.30:4056$广西电信标清
天津卫视,http://116.9.131.39:8888/rtp/239.81.0.113:4056$广西电信高清
天津卫视,http://116.9.131.39:8888/rtp/239.81.0.50:4056$广西电信标清
东方卫视,http://116.9.131.39:8888/rtp/239.81.0.111:4056$广西电信高清
东方卫视,http://116.9.131.39:8888/rtp/239.81.0.29:4056$广西电信标清
东方财经,http://116.9.131.39:8888/rtp/239.81.0.76:4056$广西电信无信号
重庆卫视,http://116.9.131.39:8888/rtp/239.81.0.47:4056$广西电信标清
浙江卫视,http://116.9.131.39:8888/rtp/239.81.0.108:4056$广西电信高清
浙江卫视,http://116.9.131.39:8888/rtp/239.81.0.31:4056$广西电信标清
安徽卫视,http://116.9.131.39:8888/rtp/239.81.0.211:4056$广西电信高清
安徽卫视,http://116.9.131.39:8888/rtp/239.81.0.37:4056$广西电信标清
江苏卫视,http://116.9.131.39:8888/rtp/239.81.0.106:4056$广西电信高清
江苏卫视,http://116.9.131.39:8888/rtp/239.81.0.34:4056$广西电信标清
山东卫视,http://116.9.131.39:8888/rtp/239.81.0.114:4056$广西电信高清
山东卫视,http://116.9.131.39:8888/rtp/239.81.0.39:4056$广西电信标清
山东教育卫视,http://116.9.131.39:8888/rtp/239.81.0.93:4056$广西电信标清
辽宁卫视,http://116.9.131.39:8888/rtp/239.81.0.210:4056$广西电信高清
辽宁卫视,http://116.9.131.39:8888/rtp/239.81.0.35:4056$广西电信标清
吉林卫视,http://116.9.131.39:8888/rtp/239.81.0.58:4056$广西电信标清
黑龙江卫视,http://116.9.131.39:8888/rtp/239.81.0.105:4056$广西电信高清
黑龙江卫视,http://116.9.131.39:8888/rtp/239.81.0.33:4056$广西电信标清
内蒙古卫视,http://116.9.131.39:8888/rtp/239.81.0.54:4056$广西电信标清
宁夏卫视,http://116.9.131.39:8888/rtp/239.81.0.60:4056$广西电信标清
甘肃卫视,http://116.9.131.39:8888/rtp/239.81.0.207:4056$广西电信高清
青海卫视,http://116.9.131.39:8888/rtp/239.81.0.53:4056$广西电信标清
新疆卫视,http://116.9.131.39:8888/rtp/239.81.0.46:4056$广西电信标清
兵团卫视,http://116.9.131.39:8888/rtp/239.81.0.213:4056$广西电信村清
西藏卫视,http://116.9.131.39:8888/rtp/239.81.0.55:4056$广西电信标清
云南卫视,http://116.9.131.39:8888/rtp/239.81.0.45:4056$广西电信标清
四川卫视,http://116.9.131.39:8888/rtp/239.81.0.130:4056$广西电信高清
四川卫视,http://116.9.131.39:8888/rtp/239.81.0.43:4056$广西电信标清
贵州卫视,http://116.9.131.39:8888/rtp/239.81.0.95:4056
贵州卫视,http://116.9.131.39:8888/rtp/239.81.0.56:4056
海南卫视,http://116.9.131.39:8888/rtp/239.81.0.48:4056$广西电信标清
三沙卫视,http://116.9.131.39:8888/rtp/239.81.0.242:4056$广西电信标清
广东卫视,http://116.9.131.39:8888/rtp/239.81.0.104:4056$广西电信高清
广东卫视,http://116.9.131.39:8888/rtp/239.81.0.36:4056$广西电信标清
南方卫视,http://116.9.131.39:8888/rtp/239.81.0.32:4056$广西电信标清
深圳卫视,http://116.9.131.39:8888/rtp/239.81.0.103:4056$广西电信高清
深圳卫视,http://116.9.131.39:8888/rtp/239.81.0.57:4056$广西电信标清
湖南卫视,http://116.9.131.39:8888/rtp/239.81.0.110:4056$广西电信高清
湖南卫视,http://116.9.131.39:8888/rtp/239.81.0.40:4056$广西电信标清
湖北卫视,http://116.9.131.39:8888/rtp/239.81.0.112:4056$广西电信高清
湖北卫视,http://116.9.131.39:8888/rtp/239.81.0.41:4056$广西电信标清
陕西卫视,http://116.9.131.39:8888/rtp/239.81.0.89:4056$广西电信标清
山西卫视,http://116.9.131.39:8888/rtp/239.81.0.49:4056$广西电信标清
河南卫视,http://116.9.131.39:8888/rtp/239.81.0.44:4056$广西电信标清
河北卫视,http://116.9.131.39:8888/rtp/239.81.0.94:4056$广西电信高清
河北卫视,http://116.9.131.39:8888/rtp/239.81.0.51:4056$广西电信标清
江西卫视,http://116.9.131.39:8888/rtp/239.81.0.204:4056$广西电信高清
江西卫视,http://116.9.131.39:8888/rtp/239.81.0.38:4056$广西电信标清
东南卫视,http://116.9.131.39:8888/rtp/239.81.0.215:4056$广西电信高清
东南卫视,http://116.9.131.39:8888/rtp/239.81.0.59:4056$广西电信标清
厦门卫视,http://116.9.131.39:8888/rtp/239.81.0.212:4056$广西电信标清
🇨🇳组播7,#genre#
CCTV1,http://183.128.161.92:8888/rtp/233.50.201.118:5140
CCTV2,http://183.128.161.92:8888/rtp/233.50.201.119:5140
CCTV3,http://183.128.161.92:8888/rtp/233.50.201.196:5140
CCTV4,http://183.128.161.92:8888/rtp/233.50.201.4:5140
CCTV5,http://183.128.161.92:8888/rtp/233.50.201.197:5140
CCTV5+,http://183.128.161.92:8888/rtp/233.50.201.220:5140
CCTV6,http://183.128.161.92:8888/rtp/233.50.201.198:5140
CCTV7,http://183.128.161.92:8888/rtp/233.50.201.120:5140
CCTV8,http://183.128.161.92:8888/rtp/233.50.201.199:5140
CCTV9,http://183.128.161.92:8888/rtp/233.50.201.121:5140
CCTV10,http://183.128.161.92:8888/rtp/233.50.201.122:5140
CCTV11,http://183.128.161.92:8888/rtp/233.50.201.11:5140
CCTV12,http://183.128.161.92:8888/rtp/233.50.201.123:5140
CCTV13,http://183.128.161.92:8888/rtp/233.50.201.246:5140
CCTV14,http://183.128.161.92:8888/rtp/233.50.201.124:5140
CCTV15,http://183.128.161.92:8888/rtp/233.50.201.15:5140
CCTV16 4k,http://183.128.161.92:8888/rtp/233.50.201.63:5140
CCTV16,http://183.128.161.92:8888/rtp/233.50.201.192:5140
CCTV17,http://183.128.161.92:8888/rtp/233.50.201.35:5140
CGTN,http://183.128.161.92:8888/rtp/233.50.201.126:5140
CGTN-西班牙语,http://183.128.161.92:8888/rtp/233.50.201.36:5140
CGTN-法语,http://183.128.161.92:8888/rtp/233.50.201.37:5140
CGTN-阿拉伯语,http://183.128.161.92:8888/rtp/233.50.201.38:5140
CGTN-俄语,http://183.128.161.92:8888/rtp/233.50.201.39:5140

浙江卫视,http://183.128.161.92:8888/rtp/233.50.201.100:5140
深圳卫视,http://183.128.161.92:8888/rtp/233.50.201.101:5140
广东卫视,http://183.128.161.92:8888/rtp/233.50.201.102:5140
湖南卫视,http://183.128.161.92:8888/rtp/233.50.201.103:5140
天津卫视,http://183.128.161.92:8888/rtp/233.50.201.104:5140
山东卫视,http://183.128.161.92:8888/rtp/233.50.201.105:5140
江苏卫视,http://183.128.161.92:8888/rtp/233.50.201.106:5140
北京卫视,http://183.128.161.92:8888/rtp/233.50.201.107:5140
四川卫视,http://183.128.161.92:8888/rtp/233.50.201.139:5140
河北卫视,http://183.128.161.92:8888/rtp/233.50.201.140:5140
辽宁卫视,http://183.128.161.92:8888/rtp/233.50.201.141:5140
贵州卫视,http://183.128.161.92:8888/rtp/233.50.201.142:5140
重庆卫视,http://183.128.161.92:8888/rtp/233.50.201.143:5140
河南卫视,http://183.128.161.92:8888/rtp/233.50.201.144:5140
江西卫视,http://183.128.161.92:8888/rtp/233.50.201.145:5140
东南卫视,http://183.128.161.92:8888/rtp/233.50.201.146:5140
安徽卫视,http://183.128.161.92:8888/rtp/233.50.201.113:5140
湖北卫视,http://183.128.161.92:8888/rtp/233.50.201.114:5140
黑龙江卫视,http://183.128.161.92:8888/rtp/233.50.201.115:5140
东方卫视,http://183.128.161.92:8888/rtp/233.50.201.125:5140
内蒙古卫视,http://183.128.161.92:8888/rtp/233.50.201.148:5140
甘肃卫视,http://183.128.161.92:8888/rtp/233.50.201.149:5140
海南卫视,http://183.128.161.92:8888/rtp/233.50.201.55:5140
青海卫视,http://183.128.161.92:8888/rtp/233.50.201.65:5140
西藏卫视,http://183.128.161.92:8888/rtp/233.50.201.70:5140
陕西卫视,http://183.128.161.92:8888/rtp/233.50.201.59:5140
兵团卫视,http://183.128.161.92:8888/rtp/233.50.201.72:5140
山西卫视,http://183.128.161.92:8888/rtp/233.50.201.51:5140
宁夏卫视,http://183.128.161.92:8888/rtp/233.50.201.57:5140
广西卫视,http://183.128.161.92:8888/rtp/233.50.201.49:5140
云南卫视,http://183.128.161.92:8888/rtp/233.50.201.46:5140
吉林卫视,http://183.128.161.92:8888/rtp/233.50.201.48:5140
中国教育一套,http://183.128.161.92:8888/rtp/233.50.201.75:5140
中国教育四套,http://183.128.161.92:8888/rtp/233.50.201.172:5140

法制天地,http://183.128.161.92:8888/rtp/233.50.201.191:5140
金鹰卡通,http://183.128.161.92:8888/rtp/233.50.201.73:5140
哈哈炫动,http://183.128.161.92:8888/rtp/233.50.201.74:5140
动漫秀场,http://183.128.161.92:8888/rtp/233.50.201.184:5140
游戏风云,http://183.128.161.92:8888/rtp/233.50.201.183:5140
乐游,http://183.128.161.92:8888/rtp/233.50.201.185:5140
金色学堂,http://183.128.161.92:8888/rtp/233.50.201.186:5140
生活时尚,http://183.128.161.92:8888/rtp/233.50.201.187:5140
茶频道,http://183.128.161.92:8888/rtp/233.50.201.188:5140
快乐垂钓,http://183.128.161.92:8888/rtp/233.50.201.109:5140
BesTV,http://183.128.161.92:8888/rtp/233.50.201.201:5140
中国蓝直播,http://183.128.161.92:8888/rtp/233.50.201.193:5140
新视觉HD,http://183.128.161.92:8888/rtp/233.50.201.244:5140
欢笑剧场,http://183.128.161.92:8888/rtp/233.50.201.189:5140
都市剧场,http://183.128.161.92:8888/rtp/233.50.201.190:5140
🇨🇳组播8,#genre#
CCTV1综合,http://27.19.215.36:4022/rtp/239.254.96.96:8550
CCTV2财经,http://27.19.215.36:4022/rtp/239.69.1.102:10250
CCTV3综艺,http://27.19.215.36:4022/rtp/239.69.1.122:10370
CCTV4中文国际,http://27.19.215.36:4022/rtp/239.69.1.138:10466
CCTV5体育,http://27.19.215.36:4022/rtp/239.69.1.123:10376
CCTV5+体育赛事,http://27.19.215.36:4022/rtp/239.254.96.234:9484
CCTV5+体育赛事,http://27.19.215.36:4022/rtp/239.69.1.12:9712
CCTV6电影,http://27.19.215.36:4022/rtp/239.69.1.124:10382
CCTV7国防军事,http://27.19.215.36:4022/rtp/239.69.1.103:10256
CCTV8电视剧,http://27.19.215.36:4022/rtp/239.69.1.125:10388
CCTV9记录,http://27.19.215.36:4022/rtp/239.69.1.104:10262
CCTV10科教,http://27.19.215.36:4022/rtp/239.69.1.105:10268
CCTV11戏曲,http://27.19.215.36:4022/rtp/239.69.1.154:10560
CCTV12社会与法,http://27.19.215.36:4022/rtp/239.69.1.106:10274
CCTV13新闻,http://27.19.215.36:4022/rtp/239.254.96.161:9040
CCTV14少儿,http://27.19.215.36:4022/rtp/239.69.1.107:10280
CCTV15音乐,http://27.19.215.36:4022/rtp/239.69.1.155:10566
CCTV16奥林匹克,http://27.19.215.36:4022/rtp/239.69.1.247:11124
CCTV17农业农村,http://27.19.215.36:4022/rtp/239.69.1.152:10548
CCTV第一剧场,http://27.19.215.36:4022/rtp/239.69.1.74:10084
CCTV兵器科技,http://27.19.215.36:4022/rtp/239.69.1.79:10114
CCTV风云足球,http://27.19.215.36:4022/rtp/239.69.1.81:10126
CCTV高尔夫网球,http://27.19.215.36:4022/rtp/239.69.1.83:10138
CCTV世界地理,http://27.19.215.36:4022/rtp/239.69.1.91:10186
CCTV央视台球,http://27.19.215.36:4022/rtp/239.69.1.98:10224
中文国际欧洲,http://27.19.215.36:4022/rtp/239.69.1.231:11028
中文国际美洲,http://27.19.215.36:4022/rtp/239.69.1.232:11034
CGTN记录片,http://27.19.215.36:4022/rtp/239.69.1.233:11040
CGTN西班牙语,http://27.19.215.36:4022/rtp/239.69.1.234:11046
CGTN法语,http://27.19.215.36:4022/rtp/239.69.1.235:11052
湖北卫视,http://27.19.215.36:4022/rtp/239.254.96.115:8664
河北卫视,http://27.19.215.36:4022/rtp/239.254.96.113:9616
深圳卫视,http://27.19.215.36:4022/rtp/239.254.96.137:8896
黑龙江卫视,http://27.19.215.36:4022/rtp/239.254.96.138:8902
湖南卫视,http://27.19.215.36:4022/rtp/239.254.96.139:8908
广东卫视,http://27.19.215.36:4022/rtp/239.254.96.140:8914
北京卫视,http://27.19.215.36:4022/rtp/239.254.96.141:8920
东方卫视,http://27.19.215.36:4022/rtp/239.254.96.142:8926
浙江卫视,http://27.19.215.36:4022/rtp/239.254.96.143:8932
江苏卫视,http://27.19.215.36:4022/rtp/239.254.96.144:8938
天津卫视,http://27.19.215.36:4022/rtp/239.69.1.68:10048
山东卫视,http://27.19.215.36:4022/rtp/239.69.1.69:10054
安徽卫视,http://27.19.215.36:4022/rtp/239.69.1.70:10060
辽宁卫视,http://27.19.215.36:4022/rtp/239.69.1.71:10066
东南卫视,http://27.19.215.36:4022/rtp/239.69.1.108:10286
江西卫视,http://27.19.215.36:4022/rtp/239.69.1.126:10394
重庆卫视,http://27.19.215.36:4022/rtp/239.69.1.149:10530
贵州卫视,http://27.19.215.36:4022/rtp/239.69.1.150:10536
海南卫视,http://27.19.215.36:4022/rtp/239.69.1.151:10542
河南卫视,http://27.19.215.36:4022/rtp/239.69.1.168:10644
四川卫视,http://27.19.215.36:4022/rtp/239.69.1.169:10650
广西卫视,http://27.19.215.36:4022/rtp/239.69.1.191:10788
吉林卫视,http://27.19.215.36:4022/rtp/239.69.1.212:10914
卡酷少儿,http://27.19.215.36:4022/rtp/239.69.1.193:10800
梨园频道,http://27.19.215.36:4022/rtp/239.69.1.33:9838
武术世界,http://27.19.215.36:4022/rtp/239.69.1.47:9922
快乐垂钓,http://27.19.215.36:4022/rtp/239.69.1.142:10488
茶频道,http://27.19.215.36:4022/rtp/239.69.1.144:10500
金鹰卡通,http://27.19.215.36:4022/rtp/239.69.1.248:11130
金鹰纪实,http://27.19.215.36:4022/rtp/239.69.1.109:10292
CHC-高清电影,http://27.19.215.36:4022/rtp/239.69.1.241:11088
CHC-动作电影,http://27.19.215.36:4022/rtp/239.69.1.242:11094
CHC-家庭影院,http://27.19.215.36:4022/rtp/239.69.1.243:11100
